Geo Point,rd_seg_id,marker_id,bay_id,meter_id,rd_seg_dsc,last_edit
"-37.8277439274504, 144.96597669096388",22767.0,,20140,,Sturt Street between Grant Street and Miles Street,20201208141953.0
"-37.798989364764346, 144.9710588908071",20673.0,,733,,Faraday Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.794313822574914, 144.91979013619982",,,6726,,,20201223122249.0
"-37.82314457354134, 144.9092952195927",22168.0,,7396,,Lorimer Street between West Gate Bridge and Todd Road,20201223122251.0
"-37.84305544350777, 144.98470475683078",22304.0,,17306,,Pasley Street South between Punt Road and Pasley Street,20201208141654.0
"-37.79760420999057, 144.9217669094181",21845.0,,5071,,Kensington Road between Mercantile Parade and Hobsons Road,20201223122247.0
"-37.81581293331698, 144.98094794947",21963.0,12554N,24018,,Wellington Parade between Clarendon Street and Jolimont Road,20210531120655.0
"-37.843036376876306, 144.98527410057943",22304.0,,17303,,Pasley Street South between Punt Road and Pasley Street,20201208141653.0
"-37.78884931445698, 144.9429395031268",22408.0,,5948,,Southgate Street between Flemington Road and Manningham Street,20201223122249.0
"-37.80943811542545, 144.9566799219443",21527.0,,18931,,Franklin Street between Queen Street and William Street,20201208141837.0
"-37.80560219097786, 144.9447181960373",21342.0,,15154,,Miller Street between Abbotsford Street and Lothian Street,20201208141427.0
"-37.79743135463051, 144.97306082911211",20583.0,,2490,,Canning Street between Elgin Street and Palmerston Street,20201223122242.0
"-37.82689447939398, 144.95741901564108",22010.0,,19236,,Haig Street between Clarendon Street and Westgate Freeway,20201208141857.0
"-37.8241894251356, 144.90716679713313",22168.0,,3516,,Lorimer Street between West Gate Bridge and Todd Road,20201223122245.0
"-37.82807823717946, 144.95586089345431",22010.0,,19213,,Haig Street between Clarendon Street and Westgate Freeway,20201208141856.0
"-37.7996108645151, 144.96573940939723",20514.0,,11324,,Cardigan Street between Grattan Street and Faraday Street,20201208141023.0
"-37.794584745285704, 144.965738849123",20502.0,,1908,,Keppel Street between Cardigan Street and Swanston Street,20201223122240.0
"-37.8168777571777, 144.93332122454757",,,8259,,,20201223122252.0
"-37.78630881350781, 144.95227259434387",,,16492,,,20201208141608.0
"-37.818463107066236, 144.9559839305557",20120.0,,9190,,Collins Street between King Street and Spencer Street,20201208140802.0
"-37.807005830593184, 144.94265138935702",21445.0,,6879,,Dryburgh Street between Adderley Street and Ireland Street,20201223122251.0
"-37.80937671319829, 144.98420381440312",21586.0,,15533,,Victoria Parade between Powlett Street and Clarendon Street,20201223122254.0
"-37.82478698685779, 144.96837306021098",22081.0,8330E,17244,,Dodds Street between Southbank Boulevard and Grant Street,20201208141650.0
"-37.80777200873968, 144.96008443136833",21631.0,4005W,23749,,Elizabeth Street between Franklin Street and Therry Street,20210517135824.0
"-37.80627099622523, 144.9603473406386",21625.0,,9761,,Victoria Street between Bouverie Street and Elizabeth Street,20201208140832.0
"-37.797639572693456, 144.9658422385936",20516.0,,1243,,Cardigan Street between Faraday Street and Elgin Street,20201223122240.0
"-37.816146803749575, 144.97710580905058",22630.0,,18264,,Wellington Parade South between Wellington Crescent and Flinders Street,20201208141759.0
"-37.828261256334905, 144.9715936429924",22704.0,,22588,,St Kilda Road between Anzac Avenue and Coventry Street,20201229111124.0
"-37.79586385587738, 144.96744933583014",20497.0,,1742,,Palmerston Street between Lygon Street and Keppel Street,20201223122240.0
"-37.814556112797746, 144.95760342111444",20185.0,,17940,,William Street between Little Bourke Street and Lonsdale Street,20201208141737.0
"-37.79458917797079, 144.96660345907065",20519.0,,1627,,Cardigan Street between Keppel Street and Lytton Street,20201223122240.0
"-37.808607175059514, 144.97092384478142",20034.0,3312N,23152,,Little Lonsdale Street between Spring Street and Exhibition Street,20210322144755.0
"-37.82770057430052, 144.97288471519116",22198.0,,21540,,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,20210302110506.0
"-37.80989106681226, 144.95258517365502",21518.0,,11443,,King Street between Batman Street and Dudley Street,20201208141031.0
"-37.80517859271087, 144.95214439024122",20964.0,,19896,,Chetwynd Street between Victoria Street and Queensberry Street,20201208141937.0
"-37.80751508620269, 144.9548571734523",21392.0,,11974,,Capel Street between William Street and Victoria Street,20201208141107.0
"-37.806982679013224, 144.96677748760996",21603.0,,9816,,Victoria Street between Drummond Street and Lygon Street,20201208140835.0
"-37.78141750034023, 144.95055196013482",30702.0,,16822,,Upfield Railway,20201208141625.0
"-37.811761845990624, 144.95347166790114",21507.0,4505W,11420,,King Street between La Trobe Street and Jeffcott Street,20201208141030.0
"-37.78048954889112, 144.9577931932002",22392.0,,14677,,The Avenue between Ievers Street and Park Street,20201208141359.0
"-37.79368605458266, 144.95527875030496",22345.0,,3443,,Bayles Street between Park Drive and Gatehouse Street,20201223122245.0
"-37.8334076872159, 144.98532625128328",22284.0,20180N,5189,,Acland Street between Anderson Street and Walsh Street,20201223122248.0
"-37.82100084199779, 144.9744298309306",22188.0,,22279,,Boathouse Drive between St Kilda Road and Alexandra Avenue,20201218134548.0
"-37.81058147586522, 144.95649297141784",22653.0,6037S,17030,,A'Beckett Street between Wills Street and William Street,20201208141636.0
"-37.796055652665004, 144.93996780885945",21290.0,,19347,,Vaughan Terrace between MacAulay Road and Canning Street,20201208141904.0
"-37.78759847191795, 144.95761991556898",22378.0,,13146,,Leonard Street between Royal Parade and The Avenue,20201208141214.0
"-37.81285625144663, 144.9839489927765",21890.0,,7333,,Gipps Street between Powlett Street and Clarendon Street,20201223122251.0
"-37.79635183953633, 144.93516967948452",22520.0,,7132,,Bent Street between Chelmsford Street and Hardiman Street,20201223122251.0
"-37.794382612732555, 144.96663817035684",20519.0,,801,,Cardigan Street between Keppel Street and Lytton Street,20201223122239.0
"-37.795710398560566, 144.9341245710218",21270.0,,3223,,Hardiman Street between Bent Street and Albermarle Street,20201223122244.0
"-37.80950988912471, 144.94431961972091",21546.0,,14092,,Intersection of Railway Place and Hawke Street,20201208141309.0
"-37.794087109978236, 144.96645353330175",20519.0,,914,,Cardigan Street between Keppel Street and Lytton Street,20201223122239.0
"-37.78217451474365, 144.95293401828488",,,16346,,,20201208141558.0
"-37.83479219440467, 144.97561939077144",22199.0,,20174,,Bromby Street between Arnold Street and St Kilda Road,20201208141955.0
"-37.82510237901182, 144.9682773564795",22081.0,8318E,17250,,Dodds Street between Southbank Boulevard and Grant Street,20201208141650.0
"-37.80055082531262, 144.96576288439704",20757.0,,11327,,Grattan Street between Lygon Street and Cardigan Street,20201208141024.0
"-37.83691934876281, 144.97823941528168",22262.0,,7233,,Domain Street between Toorak Road and Bromby Street,20201223122251.0
"-37.816152983251456, 144.9880080861104",21949.0,,6094,,Simpson Street between Wellington Parade and George Street,20201223122249.0
"-37.78609120239237, 144.95255205426747",,,16541,,,20201208141610.0
"-37.80078574799082, 144.96796595350392",21555.0,,2099,,Grattan Street between Drummond Street and Lygon Street,20201223122242.0
"-37.80095930538636, 144.95057176115486",21085.0,,7753,,Arden Street between Leveson Street and Errol Street,20201223122252.0
"-37.8205845704633, 144.94722207796195",22448.0,13305W,21033,HRW21,Harbour Esplanade between Collins Street and Bourke Street,20201208142059.0
"-37.80762752427261, 144.9438173052639",21452.0,,7757,,Abbotsford Street between Adderley Street and Ireland Street,20201223122252.0
"-37.80389099431546, 144.96346519054458",20484.0,,23145,,Swanston Street between Queensberry Street and Lincoln Square South,20210325161444.0
"-37.77792042133636, 144.95840577180422",22397.0,,7982,,Park Street between West Coburg Tramway and Royal Parade,20201223122252.0
"-37.804547880645295, 144.95731169025925",20939.0,5269W,23701,,Cobden Street between Princess Street and Queensberry Street,20210616094127.0
"-37.81626391368911, 144.95645526504174",20088.0,,15901,,Bourke Street between William Street and King Street,20201208141523.0
"-37.810033274901784, 144.96209705506197",20022.0,3776N,21775,,La Trobe Street between Swanston Street and Elizabeth Street,20201208142148.0
"-37.82121877924379, 144.9441094994406",23311.0,13028N,20825,,Collins Street between Merchant Street and Bourke Street,20210302110501.0
"-37.82857163699698, 144.96820350101095",22107.0,,19400,,Miles Street between Wells Street and Dodds Street,20210302110459.0
"-37.79569441330457, 144.96768059291642",20538.0,,1321,,Lygon Street between Palmerston Street and Lytton Street,20201223122240.0
"-37.8256625790557, 144.96183957635",22046.0,9078N,21118,,Balston Street between City Road and Kavanagh Street,20201208142105.0
"-37.8054153405445, 144.95714608370662",20931.0,5219W,23651,,Cobden Street between Victoria Street and Princess Street,20210517135824.0
"-37.79421705585156, 144.95689538275317",22357.0,,18362,,Fitzgibbon Street between Bayles Street and Degraves Street,20201208141805.0
"-37.80335003333792, 144.95228519882858",20974.0,,4227,,Queensberry Street between Chetwynd Street and Leveson Street,20201223122246.0
"-37.816311088701916, 144.96130128455536",20172.0,,21727,,Queen Street between Collins Street and Little Collins Street,20201208142142.0
"-37.831381577367125, 144.98617168219596",22287.0,20350E,16142,,Walsh Street between Acland Street and Clowes Street,20201223122254.0
"-37.815465263031776, 144.9549825487961",20063.0,,9980,,Little Bourke Street between King Street and Spencer Street,20201208140844.0
"-37.82054334437886, 144.9677398285041",22187.0,,13592,,Southgate Avenue between City Road and Riverside Avenue,20201208141238.0
"-37.82592957504844, 144.96735529407616",22826.0,9954N,17471,,Grant Street between Dodds Street and Sturt Street,20201208141705.0
"-37.830501314074795, 144.91181681466588",22165.0,,6872,,Todd Road between Cook Street and Wharf Road,20201223122251.0
"-37.83637673236188, 144.97928050002363",22261.0,,3422,,Hope Street between Toorak Road and Domain Road,20201223122245.0
"-37.811630854860674, 144.9528305766923",21514.0,11505S,10227,,Jeffcott Street between Spencer Street and King Street,20201208140859.0
"-37.79645271046161, 144.97223938458592",20780.0,,1525,,Palmerston Street between Canning Street and Rathdowne Street,20201223122240.0
"-37.835070724372, 144.97775264177213",22203.0,,20194,,Bromby Street between Domain Street and Adams Street,20201208141956.0
"-37.77732759807153, 144.9535227338165",22397.0,,5505,,Park Street between West Coburg Tramway and Royal Parade,20201223122248.0
"-37.80165025480739, 144.96526929623184",20512.0,,11554,,Cardigan Street between Argyle Place North and Grattan Street,20201208141043.0
"-37.793736949152326, 144.96976306701865",20640.0,,23136,,Drummond Street between Palmerston Street and Princes Street,20210413090424.0
"-37.813394200068274, 144.95983527932344",20175.0,,8843,,Queen Street between Little Bourke Street and Lonsdale Street,20201208140740.0
"-37.805353364768116, 144.9617338972201",20462.0,,12833,,Bouverie Street between Victoria Street and Queensberry Street,20201208141157.0
"-37.810257404246556, 144.9669345143939",20152.0,C866,9067,,Russell Street between Lonsdale Street and Little Lonsdale Street,20201208140754.0
"-37.81074692452111, 144.97658841108816",21851.0,12402N,14280,,Cathedral Place between Lansdowne Street and Gisborne Street,20201208141328.0
"-37.798763314055876, 144.96810892463495",22507.0,,2047,,Faraday Street between Drummond Street and Lygon Street,20201223122242.0
"-37.80644777973653, 144.96193053848052",21623.0,,20929,,Victoria Street between Swanston Street and Bouverie Street,20201208142053.0
"-37.78586569163709, 144.95284123181224",,,16522,,,20201208141609.0
"-37.8273570379078, 144.98092011604564",22492.0,,18802,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141829.0
"-37.812621231360254, 144.96844546290282",20078.0,,9229,,Bourke Street between Exhibition Street and Russell Street,20201208140804.0
"-37.80470761622069, 144.94611931850818",21007.0,,5605,,Victoria Street between Curzon Street and Abbotsford Street,20201223122248.0
"-37.819482494392126, 144.9484236123733",22802.0,13349W,20477,,Batmans Hill Drive between Bourke Street and Collins Street,20201208142021.0
"-37.835035011903265, 144.97747909285542",22201.0,,20190,,Bromby Street between Adams Street and Arnold Street,20201208141955.0
"-37.784877730525636, 144.95428718663257",,,16746,,,20201208141621.0
"-37.817555449141146, 144.9647789463465",20162.0,896E,17121,,Elizabeth Street between Flinders Street and Flinders Lane,20201208141641.0
"-37.81170820237161, 144.96032719351896",20042.0,3446N,17179,,Little Lonsdale Street between Elizabeth Street and Queen Street,20201208141646.0
"-37.81575645204826, 144.9894472588678",21919.0,,8113,,George Street between Hoddle Street and Simpson Street,20201223122252.0
"-37.84097137408956, 144.97877374778267",22475.0,,7587,,Armadale Street from St Kilda Road,20201223122251.0
"-37.82360234235374, 144.94195608876913",22951.0,,24049,,Point Park Crescent between Lorimer Street and South Wharf Drive,20210616094131.0
"-37.792636802779796, 144.92014288200903",21810.0,,7976,,McAllister Mews between Stockmans Way and Gatehouse Drive,20201223122252.0
"-37.83880807149872, 144.97756531450244",22473.0,,7464,,Slater Street from St Kilda Road,20201223122251.0
"-37.79462735490014, 144.97330478924863",20589.0,,1479,,Canning Street between Kay Street and Neill Street,20201223122240.0
"-37.82825198379469, 144.90186259544234",22168.0,,3845,,Lorimer Street between West Gate Bridge and Todd Road,20201223122246.0
"-37.82517571289235, 144.968134789114",22081.0,8315W,17224,,Dodds Street between Southbank Boulevard and Grant Street,20201208141649.0
"-37.81210381497086, 144.954949803168",20028.0,3920N,8765,,La Trobe Street between William Street and King Street,20201208140736.0
"-37.812258196688916, 144.95114086821067",21506.0,1552E,13910,,Spencer Street between La Trobe Street and Jeffcott Street,20201208141259.0
