GISID,SegID,the_geom,StreetID,StatusID,SegPart,StrType,DTUpdate,PolyArea,SegDescr
1190,22655,"-37.80874390689294, 144.95411941488985",586,1,1,Arterial,20210923,615,Intersection of Dudley Street and Milton Street
1067,22476,"-37.843001649511784, 144.97819143190932",1056,1,1,Arterial,20210923,11367,St Kilda Road between Armadale Street and Commercial Road
2714,21101,"-37.80147948700986, 144.95184958446663",132,3,1,Council Minor,20210923,110,Cl1669 from Arden Street
1401,21904,"-37.81368689896144, 144.98796804136373",1535,3,1,Council Minor,20210923,93,Cl1485 from Simpson Street
3361,20363,"-37.81179252091897, 144.96145629110242",700,3,1,Council Minor,20210923,420,Heape Court from Little Lonsdale Street
961,22290,"-37.83192977748434, 144.98696100609732",373,2,1,Council Major,20210923,2725,Airlie Street between Clowes Street and The Righi
3948,20414,"-37.81543960712435, 144.9570009992925",1019,3,2,Council Minor,20210923,281,Ramsay Lane between Bourke Street and Little Bourke Street
1821,20560,"-37.80070466580608, 144.97005878211672",0,2,1,Council Major,20210923,1264,Intersection of Rathdowne Street and Carlton Street
3898,30826,"-37.81501853320117, 144.92437969559163",392,5,1,Port Roads,20210923,10557,Appleton Dock Road
2100,22392,"-37.779718061664155, 144.95842000302162",405,2,1,Council Major,20210923,12382,The Avenue between Ievers Street and Park Street
3687,22031,"-37.827963535785166, 144.9591526270923",1599,3,1,Council Minor,20210923,134,Sm0459 from Hancock Street
2235,21285,"-37.79637380781379, 144.93200737914006",504,2,1,Council Major,20210923,1591,Chelmsford Street between Eastwood Street and Elizabeth Street
1259,21338,"-37.80501350051015, 144.94364769342675",1432,3,1,Council Minor,20210923,309,Silk Place between Lothian Street and Dryburgh Street
2129,22521,"-37.796684487881805, 144.93474864008988",504,2,1,Council Major,20210923,2138,Chelmsford Street between Barrett Street and Bent Street
3517,20290,"-37.8122710118522, 144.96706248119855",563,3,1,Council Minor,20210923,165,Dean Alley from Little Bourke Street
2749,21140,"-37.79960405644644, 144.9535917791308",1282,3,1,Council Minor,20210923,119,Parkside Lane from Vale Street
700,22516,"-37.79708155904838, 144.9465088809808",367,2,1,Council Major,20210923,2296,Abbotsford Street between Wood Street and Canning Street
3762,22109,"-37.828557735568694, 144.967160611291",0,2,1,Council Major,20210923,356,Intersection of Dodds Street and Miles Street
3373,20350,"-37.814977059142926, 144.95845989409702",837,3,1,Council Minor,20210923,613,Little William Street between Bourke Street and Little Bourke Street
1483,22586,"-37.786639229351906, 144.9419465757392",0,2,1,Council Major,20210923,436,Intersection of Manningham Street and Heathcote Road
1149,21496,"-37.81194241431557, 144.9495480233213",117840,3,1,Council Minor,20210923,538,McDougall Lane between Adderley Street and Jeffcott Street
794,21971,"-37.817183506855855, 144.97792873000142",1168,2,1,Council Major,20210923,2961,Wellington Crescent from Wellington Parade South
2989,21316,"-37.796037469666786, 144.93771376596612",1096,2,1,Council Major,20210923,2456,Steel Street between Boundary Road and Langford Street
2701,21088,"-37.8014680984677, 144.9509214456906",117909,3,1,Council Minor,20210923,189,Loughmore Lane between Arden Street and Byron Street
283,30365,"-37.80497180731958, 144.9556899705987",3146,4,1,Private,20210923,14,PL5347
74,30112,"-37.81510779761987, 144.96153360136267",3017,4,1,Private,20210923,45,Pl5254
1,22884,"-37.81869558725897, 144.96927892368254",1001,6,1,Lease/Reserve,20210923,1059,Princes Walk from Swanston Street
2672,20979,"-37.805376430237104, 144.9514778164874",1152,2,1,Council Major,20210923,3099,Victoria Street between Chetwynd Street and Leveson Street
251,30329,"-37.801378494523576, 144.94314955053306",2986,4,1,Private,20210923,38,Pl5229
943,22271,"-37.830560788788, 144.98774746581108",1004,1,1,Arterial,20210923,1781,Intersection of Punt Road and Alexandra Avenue
2049,22332,"-37.79574424970608, 144.9537060138693",15,3,1,Council Minor,20210923,539,Cl1487 from Story Street
3605,22810,"-37.82054614755039, 144.96375249806167",117877,6,1,Lease/Reserve,20210923,2506,Southbank Promenade between Southgate Avenue and Southbank Boulevard
200,30270,"-37.798240339472, 144.97356137266465",1516,4,1,Private,20210923,7,Pl5040
1519,22596,"-37.784865863744194, 144.96355091820507",0,2,1,Council Major,20210923,218,Intersection of Princes Park Drive and MacPherson Street
2702,21089,"-37.802251760938965, 144.95025689273223",1860,3,1,Council Minor,20210923,32,Cl0219 from Bendigo Street
4063,22128,"-37.823070995222935, 144.93811297028276",1370,3,1,Council Minor,20210923,121,Intersection of Lorimer Street and Boundary Street
2042,22325,"-37.79561210341448, 144.9562753787176",912,2,1,Council Major,20210923,2148,Morrah Street between Fitzgibbon Street and Wimble Street
2773,21184,"-37.799353181756544, 144.9522251812478",882,3,1,Council Minor,20210923,674,Mary Street between Villiers Street and Harcourt Street
3995,22800,"-37.818532104683484, 144.97545495117393",422,1,1,Arterial,20210923,152,Batman Avenue between Melbourne Park Tramway and Olympic Boulevard
1127,21417,"-37.80970169422004, 144.94969813694922",1086,1,1,Arterial,20210923,2351,Spencer Street between Dudley Street and Rosslyn Street
1292,21447,"-37.80757279884535, 144.94321270400235",371,2,1,Council Major,20210923,2072,Adderley Street between Abbotsford Street and Dryburgh Street
774,21991,"-37.81795892358899, 144.980717125149",146,3,1,Council Minor,20210923,105,Cl1520 from Cl1231
401,22951,"-37.82342576958398, 144.94149371818446",119560,3,1,Council Minor,20210923,2403,Point Park Crescent between Lorimer Street and South Wharf Drive
3093,20024,"-37.81068000146981, 144.96012382036784",780,2,1,Council Major,20210923,6077,La Trobe Street between Elizabeth Street and Queen Street
2373,21797,"-37.79082090772678, 144.9216519351996",1433,2,1,Council Major,20210923,800,Sims Square between Howlett Street and Gregory Lane
76,30115,"-37.81444886366712, 144.9608963131931",3016,4,1,Private,20210923,92,Pl5253
179,23359,"-37.80051360921087, 144.961476895478",1737,3,1,Council Minor,20210923,151,PT5086 between Grattan Street and Malvina Place
2465,30535,"-37.812166172171445, 144.9531452150201",1429,4,1,Private,20210923,50,Phoenix Lane
1778,20604,"-37.80027339382491, 144.97361104350657",419,2,1,Council Major,20210923,995,Barrup Street between Owen Street and Murchison Street
2638,20944,"-37.80370897040135, 144.9555366959926",0,2,1,Council Major,20210923,914,Intersection of Queensberry Street and Capel Street
2087,22376,"-37.78981457509188, 144.95798324188806",845,1,1,Arterial,20210923,2334,MacArthur Road between Royal Parade and The Avenue
1950,20794,"-37.79778248101953, 144.96696969920166",117810,3,1,Council Minor,20210923,256,Tesoriero Lane between Tyne Street and Little Elgin Street
2677,20984,"-37.804835748768724, 144.95026437496944",1129,3,1,Council Minor,20210923,394,Trafalgar Place from Leveson Street
3414,20306,"-37.81727729244872, 144.96600293035212",565,3,1,Council Minor,20210923,155,Degraves Place from Degraves Street
2047,22330,"-37.79631970143204, 144.95670846519752",629,2,1,Council Major,20210923,2284,Fitzgibbon Street between Story Street and Morrah Street
2813,20902,"-37.79615028150918, 144.93872296218217",453,2,1,Council Major,20210923,311,Intersection of Boundary Road and Steel Street
3565,22645,"-37.82892150925554, 144.98791003869783",3080,12,8,Citylink,20210923,143,Monash Freeway between Southern Link Road and Boulton Parade
3783,22164,"-37.82680730985953, 144.91157498900017",0,1,1,Arterial,20210923,6863,Intersection of Todd Road and Wharf Road
2659,20966,"-37.80384861693618, 144.95355327853827",134,3,1,Council Minor,20210923,68,Cl1681 from Warwick Street
2031,22314,"-37.79660659203869, 144.95369533537027",0,2,1,Council Major,20210923,836,Intersection of Park Drive and Story Street
663,23180,"-37.79020016646568, 144.92819193108465",119729,3,1,Council Minor,20210923,284,CL0121 between Coote Street and Anthony Street
1594,20513,"-37.800582961848164, 144.9654513032999",0,2,1,Council Major,20210923,891,Intersection of Cardigan Street and Grattan Street
1589,20518,"-37.796286296981265, 144.9661874531265",483,2,1,Council Major,20210923,3870,Cardigan Street between Elgin Street and Keppel Street
875,22199,"-37.83483850242878, 144.9758035450994",466,2,1,Council Major,20210923,2744,Bromby Street between Arnold Street and St Kilda Road
2981,21308,"-37.79811804467858, 144.93704273953955",774,2,1,Council Major,20210923,421,Intersection of Langford Street and Gracie Street
3175,20270,"-37.81121896258606, 144.9683024837196",538,3,1,Council Minor,20210923,428,Corrs Lane between Little Bourke Street and Lonsdale Street
205,30275,"-37.800512848119595, 144.97089956531258",1501,4,1,Private,20210923,66,Gordon Place
1166,21514,"-37.81175159322897, 144.95218002648826",740,2,1,Council Major,20210923,4019,Jeffcott Street between Spencer Street and King Street
579,23025,"-37.79287998409529, 144.9288645153634",119634,2,1,Council Major,20210923,1924,McConnell Street between McMeikan Street and Wight Street
1187,22652,"-37.81035060144303, 144.9570600181659",368,2,1,Council Major,20210923,435,Intersection of Wills Street and A'Beckett Street
43,30074,"-37.80833760047154, 144.9425003618233",3221,9,1,Rail/Tram,20210923,70196,North Melbourne Railway
1120,21410,"-37.80890958054046, 144.9522221331993",761,1,1,Arterial,20210923,1945,King Street between Dudley Street and Walsh Street
3928,23269,"-37.80376872591118, 144.95007308291173",818,3,1,Council Minor,20210923,330,Little Errol Street between George Johnson Lane and Little Errol Street
805,21940,"-37.815460153374325, 144.98344669984706",40,3,1,Council Minor,20210923,372,Cl1657 from George Street
453,23091,"-37.79166800838232, 144.9344066108459",119639,2,1,Council Major,20210923,1002,Smith Street between Lambeth Street and Thompson Street
1878,20872,"-37.80257234036182, 144.96107250434514",785,3,1,Council Minor,20210923,280,Leicester Place from Leicester Street
1688,20693,"-37.79759931324813, 144.96869082753446",3003,3,1,Council Minor,20210923,60,Court House Place from Drummond Street
4083,30872,"-37.77812597750549, 144.9484162187678",120141,4,1,Private,20210923,1904,Redwood Parade
1451,21577,"-37.8105524147261, 144.988388816601",151,3,1,Council Minor,20210923,174,Cl1253 from Simpson Street
2080,22364,"-37.79339594862746, 144.95655438439894",956,2,1,Council Major,20210923,5229,Park Drive between Bayles Street and Gatehouse Street
3752,22099,"-37.82983526024228, 144.9693375862402",1356,3,2,Council Minor,20210923,15,Wells Place between Wells Street and Anthony Lane
3396,20324,"-37.812832315188096, 144.96485753421672",805,3,1,Council Minor,20210923,154,Louden Place from Little Bourke Street
1798,20584,"-37.7965666569365, 144.9730901041884",0,2,1,Council Major,20210923,909,Intersection of Canning Street and Palmerston Street
1926,20822,"-37.796112725783914, 144.96506606354163",952,3,1,Council Minor,20210923,73,Painsdale Place from Swanston Street
3628,22186,"-37.820474911698426, 144.96139160700142",3091,2,1,Council Major,20210923,2980,Queens Bridge between Queens Bridge Street and Flinders Street
2777,21189,"-37.79850961590337, 144.95040782767842",607,2,1,Council Major,20210923,1705,Errol Street between Haines Street and Chapman Street
3251,20122,"-37.81502494183424, 144.97192481476478",0,2,1,Council Major,20210923,359,Intersection of Exhibition Street and Flinders Lane
1639,20465,"-37.803122283032245, 144.96200375671293",456,2,1,Council Major,20210923,467,Intersection of Bouverie Street and Lincoln Square South
730,22886,"-37.795855200246095, 144.92623711718934",703,2,1,Council Major,20210923,1727,Henry Street between Derby Street and Altona Street
2453,23363,"-37.806317426028684, 144.9515775893168",2875,3,1,Council Minor,20210923,115,PT5131 from Stanley Street
3208,20235,"-37.81189838267986, 144.9725042792554",145,3,1,Council Minor,20210923,39,Cl1286 from Windsor Place
2783,21198,"-37.79750498988565, 144.95061662274244",607,2,1,Council Major,20210923,1899,Errol Street between Chapman Street and Harker Street
271,30351,"-37.79312517577159, 144.94568767492933",2928,4,1,Private,20210923,28,Pl5176
2213,21263,"-37.79516167252082, 144.9318081643554",144,3,1,Council Minor,20210923,25,Cl1734 from Little Hardiman Street
1366,21948,"-37.81621826053479, 144.9874588637942",3199,3,1,Council Minor,20210923,157,Mena Place from Simpson Street
865,22091,"-37.8298805449053, 144.97138140904508",1056,1,1,Arterial,20210923,1688,Intersection of St Kilda Road and Dorcas Street
1338,21550,"-37.80677665656045, 144.94220796751358",1016,2,1,Council Major,20210923,1447,Railway Place between Dryburgh Street and Ireland Street
3992,30628,"-37.81820476218811, 144.9764624809169",117873,9,2,Rail/Tram,20210923,59,Melbourne Park Tramway
2364,21788,"-37.79450739163135, 144.92053887174995",2044,3,1,Council Minor,20210923,530,Matthews Mews from Flockhart Street
1229,21634,"-37.80853802283516, 144.95914463471178",644,2,1,Council Major,20210923,6020,Franklin Street between Elizabeth Street and Queen Street
1611,20493,"-37.79683996966722, 144.96459086876118",1114,2,1,Council Major,20210923,928,Intersection of Swanston Street and Elgin Street
1633,20471,"-37.80418648859915, 144.95985189687073",1008,2,1,Council Major,20210923,1252,Queensberry Street between Leicester Street and Berkeley Street
1288,21443,"-37.80686933919846, 144.94350537529874",737,2,1,Council Major,20210923,2007,Ireland Street between Abbotsford Street and Dryburgh Street
3620,22819,"-37.82045688755926, 144.94935899710018",526,2,3,Council Major,20210923,2977,Collins Street between Spencer Street and Batmans Hill Drive
775,21990,"-37.81801318043537, 144.98050552453367",3242,3,1,Council Minor,20210923,430,Sophie Lane between Charles Street and Agnes Street
377,22931,"-37.78004391917038, 144.94045685116973",119268,2,1,Council Major,20210923,3685,Bunjil Way between Parkville Avenue and Cade Way
3243,20142,"-37.811545956397275, 144.9703247251457",615,2,1,Council Major,20210923,2827,Exhibition Street between Bourke Street and Little Bourke Street
653,23171,"-37.79392442953385, 144.92957836512755",119775,3,1,Council Minor,20210923,527,Bridges Lane between McConnell Street and Bellair Street
3266,20050,"-37.811094042703594, 144.9701246213582",0,2,1,Council Major,20210923,348,Intersection of Exhibition Street and Little Bourke Street
3091,20026,"-37.81124412313764, 144.958198828041",780,2,1,Council Major,20210923,3079,La Trobe Street between Queen Street and Wills Street
2852,21026,"-37.80343879958692, 144.94340736947927",585,1,1,Arterial,20210923,6243,Dryburgh Street between Victoria Street and Queensberry Street
2646,20953,"-37.805831077071915, 144.95554569713653",1152,2,1,Council Major,20210923,1133,Victoria Street between Peel Street and Capel Street
1867,22395,"-37.77821440135594, 144.96096592604934",962,2,1,Council Major,20210923,1050,Park Street between Royal Parade and Bowen Crescent
